Timestamp,U3_HNC10AA101XQ01,U3_HNC10AN001XQ01,U3_HNC10CF101,U3_HNC10CG101XQ01,U3_DPU56A105
1431,49.2932,301.04541,4.63957,48.42219,4655.75732
1432,48.9589,301.65518,4.60904,48.40039,4678.94141
1433,48.50714,303.67978,4.63502,48.37859,4690.79443
1434,48.21226,301.88965,4.65308,48.35678,4702.64697
1435,48.92283,303.17422,4.68283,48.33498,4714.5
1436,49.56356,302.85419,4.66473,48.57245,4714.76563
1437,49.62079,302.55911,4.64163,48.48515,4694.83838
1438,49.61904,301.64432,4.66694,48.22062,4674.91162
1439,48.36791,301.8205,4.6579,47.95607,4692.70996
1440,47.57504,301.54745,4.61686,47.36388,4716.4209
1441,48.10351,302.41693,4.65301,47.40598,4695.23047
1442,48.50522,302.73517,4.64961,47.44808,4622.25439
1443,48.58693,302.17154,4.62763,47.46492,4593.06396
1444,48.06989,302.311,4.64068,47.52196,4677.76807
1445,47.52969,300.97314,4.68113,47.57955,4663.2124
1446,47.13607,301.20938,4.67317,47.63715,4643.18164
1447,47.49169,301.47147,4.66073,47.69474,4623.15088
1448,48.39964,302.88852,4.64982,47.75233,4637.29102
1449,49.21262,303.05353,4.661,48.36686,4673.3584
1450,48.84461,305.05005,4.70945,48.07769,4660.5791
1451,46.90244,302.85785,4.67758,47.18804,4647.80029
1452,46.57311,301.21652,4.6427,46.50104,4648.78271
1453,47.05639,302.88474,9.13629,46.42629,4673.82129
1454,47.46857,300.93588,9.12888,46.35154,4698.85938
1455,46.94057,300.78656,9.12344,46.27678,4692.60791
1456,46.36773,300.48126,9.11501,46.20203,4676.68018
1457,45.86142,300.58441,4.64158,45.84692,4656.61963
1458,45.43921,298.47433,9.15515,45.35188,4625.01953
1459,45.2369,295.38785,9.06429,45.03796,4593.41943
1460,45.1107,296.14313,9.04172,44.81652,4574.90869
1461,44.99399,295.6445,9.06533,44.7226,4558.46533
1462,44.81134,294.58813,4.51191,44.62868,4542.02197
1463,44.69585,293.6868,8.96635,44.45805,4531.4834
1464,44.62452,291.85269,8.92779,44.39378,4527.7832
1465,44.6507,292.75555,8.95176,44.32952,4524.08301
1466,44.47067,291.00479,8.97639,44.26526,4520.38281
1467,44.07504,292.77774,4.42604,43.94798,4505.69092
1468,43.68196,288.81781,4.40259,43.58917,4487.59033
1469,43.55352,288.31442,4.42256,43.51255,4461.43018
1470,43.51684,285.76514,4.36548,43.4641,4412.69775
1471,43.46611,285.47632,4.39831,43.41565,4368.05518
1472,43.47364,286.38455,4.38721,43.3672,4384.24365
1473,43.42144,283.99747,4.35376,43.31875,4400.43213
1474,43.52719,283.37302,4.34133,43.2703,4416.62061
1475,45.09877,283.04492,4.34837,43.80165,4432.80957
1476,46.40016,284.30435,4.3811,45.2232,4412.54004
1477,47.87899,287.14447,4.4215,46.77243,4427.37793
1478,48.91261,294.56506,4.54172,47.93206,4506.34961
1479,49.14325,299.28107,4.58123,48.26766,4554.97607
1480,49.20628,297.1041,4.58812,48.2968,4594.16064
1481,49.11052,298.34323,4.62837,48.26458,4609.29443
1482,48.84047,299.97153,4.63058,48.29234,4623.49414
1483,48.58025,300.5007,4.61102,48.32008,4636.12598
1484,48.33712,298.24899,4.56751,48.22636,4625.24219
1485,48.21074,296.65851,4.58305,48.1279,4614.3584
1486,48.087,297.72412,4.61757,48.02943,4609.47754
1487,47.87748,296.68436,4.58904,47.73164,4635.56006
1488,47.68166,297.29562,4.6095,47.57903,4661.64209
1489,47.49953,297.59891,4.60021,47.50454,4687.72461
1490,47.98703,297.16455,4.61574,47.64989,4654.45264
1491,49.28133,300.24475,4.61028,48.16752,4617.18555
1492,49.10454,298.99548,4.621,48.34352,4654.98975
1493,47.69826,300.95135,4.60767,47.97763,4692.79395
1494,48.00356,300.42258,4.629,47.83165,4714.72461
1495,48.25628,299.84695,4.59983,47.68566,4692.03418
1496,47.89411,298.74146,4.64606,47.53968,4670.7583
1497,47.48163,298.65424,4.67349,47.3937,4649.48193
1498,47.82924,299.18958,4.63814,47.48862,4638.44482
1499,48.95352,300.60861,4.6352,47.96923,4627.81348
1500,49.21223,300.00702,4.6456,48.41508,4617.18213
1501,49.55221,299.67249,4.60419,48.51834,4631.57031
1502,49.06615,302.7471,4.69673,48.19484,4665.48096
1503,47.57828,301.96494,4.64054,47.69646,4693.38184
1504,47.4234,300.91348,4.6482,47.45745,4714.27344
1505,47.97997,300.98535,4.64024,47.25766,4735.16504
1506,48.09678,301.8396,4.63289,47.05788,4737.77686
1507,47.60566,301.79166,4.64103,46.85809,4645.47998
1508,46.96112,300.931,4.68317,46.6583,4637.71191
1509,46.31121,302.40167,4.66848,46.26905,4643.54492
1510,45.79479,300.2742,4.65366,45.53922,4637.23486
1511,45.34839,297.76196,4.57479,45.21547,4609.45801
1512,45.09028,295.49973,4.58197,44.96215,4581.68115
1513,44.72801,292.21176,4.4959,44.57085,4548.38086
1514,44.59089,292.18234,4.56088,44.40804,4508.62646
1515,45.37538,291.87012,4.47274,44.64637,4474.4458
1516,46.70242,291.13092,4.47521,45.5607,4325.90869
1517,47.1011,292.19489,4.51212,46.16021,4377.37109
1518,47.63815,292.34995,4.52793,46.6113,4341.26953
1519,47.54142,294.30658,4.54769,47.02048,4333.854
1520,45.72168,292.46945,4.55785,45.6483,4559.96191
1521,45.7409,292.62213,4.56893,45.37455,4386.06982
1522,46.39856,292.19699,4.47496,45.51378,4347.55566
1523,46.50615,293.08621,4.50546,45.65301,4294.29492
1524,46.31344,294.01871,4.57644,45.79224,4327.25195
1525,46.346,292.16443,4.53092,45.93147,4560.20898
1526,47.29629,291.98245,4.56516,46.13626,4587.76709
1527,48.27972,292.88187,4.54693,47.38604,4531.63916
1528,49.17479,295.21371,4.57594,48.27094,4553.87744
1529,49.48573,299.64523,4.6537,48.45049,4641.57861
1530,49.55523,300.46506,4.65319,48.74134,4654.44629
1531,49.65102,301.45709,4.6878,48.70448,4667.31348
1532,49.62793,301.36819,4.61676,48.58239,4670.72266
1533,48.67811,301.92889,4.61857,48.46029,4657.33789
1534,48.82687,301.27441,4.63891,48.30226,4643.95313
1535,49.22411,301.17227,4.67941,48.35776,4630.56885
1536,49.22365,300.29034,4.61775,48.41326,4654.62305
1537,48.91657,299.61191,4.65865,48.46876,4680.23291
1538,48.86242,301.84415,4.63911,48.52426,4703.29443
1539,49.81853,301.90506,4.6503,48.55006,4686.42432
1540,49.95249,301.60843,4.61776,48.49136,4669.5542
1541,50.02298,301.45728,4.64893,48.43266,4670.68164
1542,50.14453,301.78186,4.64142,48.37396,4685.95605
1543,49.75602,303.12897,4.67161,48.31527,4701.23047
1544,48.3435,303.92831,4.67368,48.26708,4700.2085
1545,48.92659,304.81775,4.71323,48.38448,4698.50391
1546,49.33316,305.52682,4.7012,48.50188,4696.79932
1547,49.12512,303.21399,4.65301,48.52692,4690.41797
1548,48.47916,302.63245,4.68306,48.42637,4681.62305
1549,47.94546,302.0509,4.68579,48.03001,4672.82813
1550,47.43715,304.7179,4.69775,47.24679,4664.03369
1551,47.10891,302.66901,4.64031,47.1972,4656.83008
1552,47.27147,301.8327,4.65017,47.40852,4674.82129
1553,48.47704,303.3168,4.65501,47.61984,4692.81201
1554,49.39795,304.10785,4.67551,48.55094,4685.03516
1555,48.15935,303.67856,4.70213,48.2451,4656.9541
1556,46.22219,302.75851,4.68147,46.31091,4628.87305
1557,46.39544,302.73242,4.60805,46.38588,4600.79199
1558,46.85285,300.31815,4.58326,46.46085,4628.56445
1559,46.89686,299.67542,4.57477,46.53582,4658.13672
1560,46.62153,300.93124,4.61981,46.61079,4648.78027
1561,47.16686,300.97314,4.62185,46.68576,4639.42432
1562,47.8689,300.73431,4.61838,46.67904,4630.06787
1563,48.59891,302.93533,4.65323,47.68552,4644.11133
1564,49.32273,301.00616,4.65957,48.17413,4699.95264
1565,49.5074,301.59622,4.62053,48.51235,4755.79346
1566,49.61391,301.60583,4.65871,48.56322,4715.9209
1567,49.79461,304.30185,4.66146,48.88132,4708.02002
1568,49.88515,303.12225,4.64597,49.00985,4724.83887
1569,49.92711,303.98572,4.64345,49.00642,4741.65771
1570,49.96908,303.84485,4.66724,48.9346,4758.47607
1571,50.04459,303.75549,4.6675,48.86278,4785.42725
1572,50.12551,303.7901,4.64133,48.79096,4824.34473
1573,49.99257,303.22043,4.69557,48.71914,4715.10449
1574,49.24129,302.14621,4.65325,48.64732,4685.11719
1575,48.72617,302.18063,4.70109,48.5755,4655.12988
1576,48.58634,303.01132,4.70353,48.53321,4675.16406
1577,49.01281,303.20685,4.6703,48.53313,4754.32324
1578,49.97353,302.48843,4.67841,49.08213,4745.55615
1579,50.09605,302.75635,4.64128,49.26168,4711.2124
1580,50.11845,304.40601,4.66725,49.33339,4716.81494
1581,50.14085,305.43536,4.67241,49.32973,4722.41748
1582,49.64852,304.55545,4.65755,49.29921,4728.01953
1583,49.31581,305.55286,4.68165,49.34164,4745.59033
1584,49.19699,305.72336,4.61503,49.35191,4766.98242
1585,49.01278,305.04391,4.66726,49.16216,4788.37451
1586,48.81179,306.69965,4.68451,48.77186,4805.17773
1587,48.73187,305.40179,4.68188,48.66661,4747.17969
1588,48.68113,305.87152,4.68046,48.56135,4721.54297
1589,48.57131,303.83591,4.66691,48.54784,4706.24902
1590,48.54609,303.82797,4.6684,48.44731,4690.95508
1591,48.4633,304.35272,4.69487,48.28806,4680.03906
1592,48.4851,305.95016,4.68365,48.13602,4740.74365
1593,48.50673,305.72177,4.66016,48.10211,4763.5293
1594,48.25716,306.56143,4.6858,48.06819,4718.16699
1595,48.2538,304.04675,4.63287,48.03428,4702.43408
1596,48.45933,307.0889,4.68004,48.00036,4772.18262
1597,48.73323,305.03717,4.67774,47.96645,4783.14209
1598,48.68789,306.05487,4.66587,47.93253,4747.4209
1599,48.0009,305.01529,4.70655,47.89862,4726.19336
1600,47.53119,304.61932,4.67425,47.6396,4707.37793
1601,47.41867,303.59796,4.67182,47.34308,4691.21094
1602,47.11758,304.03366,4.67626,47.04656,4718.69336
1603,46.53347,304.64413,4.68345,46.53324,4746.17529
1604,45.66437,301.83682,4.65014,45.731,4730.43799
1605,45.32161,299.23669,4.64024,45.24487,4667.65918
1606,45.17496,296.18311,4.53927,45.12037,4568.25781
1607,45.08518,295.64447,4.53453,45.07341,4552.0332
1608,45.06653,296.85071,4.52331,45.02645,4579.25195
1609,45.05038,294.92719,4.55471,44.97778,4563.88623
1610,45.09888,293.67093,4.50068,45.15814,4546.59814
1611,45.247,295.57462,4.47836,45.33851,4529.84277
1612,45.66063,293.11523,4.53336,45.51887,4521.95801
1613,47.2252,294.06586,4.4869,46.17918,4514.07324
1614,47.9032,294.83618,4.51107,46.97926,4506.18848
1615,47.98042,295.70844,4.54737,47.18718,4536.24951
1616,47.94513,295.73904,4.56973,47.35698,4584.58545
1617,48.29023,297.48669,4.60929,47.39247,4606.69727
1618,48.19014,295.48239,4.58181,47.42796,4628.80908
1619,48.3653,299.01096,4.60616,47.46346,4650.9209
1620,48.43346,297.77655,4.59743,47.49895,4620.92285
1621,48.47389,294.85968,4.56567,47.53444,4563.63574
1622,48.37366,296.24704,4.53453,47.56993,4584.45605
1623,48.29112,296.26404,4.56764,47.60542,4608.84521
1624,48.63979,297.48474,4.57118,47.64092,4633.23438
1625,49.03467,297.71762,4.56211,48.11117,4649.73193
1626,48.85609,299.67432,4.6227,48.18314,4663.68359
1627,48.33942,300.32974,4.65721,48.0814,4677.63574
1628,47.75012,300.95126,4.64657,47.79857,4688.76318
1629,47.30719,300.97672,4.62263,47.46721,4652.28076
1630,47.01834,298.7048,4.61759,47.1487,4632.49756
1631,46.74389,299.4144,4.56919,46.8302,4642.93701
1632,46.47401,299.10916,4.57426,46.51168,4653.37646
1633,46.30028,299.1983,4.59915,46.23409,4663.81641
1634,46.11111,299.07458,4.59292,46.07091,4637.32764
1635,46.03452,298.09235,4.53491,46.12641,4581.31299
1636,47.26491,296.64771,4.58173,46.1819,4574.83105
1637,48.60109,299.24585,4.56762,47.42231,4607.96777
1638,49.13768,298.53995,4.60819,48.14539,4651.80469
1639,49.45102,303.01523,4.61135,48.43416,4697.44873
1640,49.47422,301.43866,4.6058,48.52193,4712.93066
1641,48.63291,300.41812,4.58406,48.52698,4673.70557
1642,49.16121,300.75024,4.61365,48.55352,4657.7915
1643,49.59195,300.39108,4.62592,48.55364,4684.17627
1644,49.31423,301.19562,4.66187,48.53259,4710.56055
1645,48.99361,301.07959,4.60842,48.51153,4731.75049
1646,49.24842,301.12173,4.62902,48.51401,4664.02881
1647,49.17025,301.05859,4.63301,48.55216,4640.55469
1648,48.62005,302.68689,4.65264,48.54762,4697.43896
1649,47.95287,300.862,4.6157,48.03724,4682.43262
1650,47.61338,300.91113,4.65011,47.45119,4629.56055
1651,47.34145,301.58963,4.64704,47.17369,4617.44092
1652,47.18322,301.08206,4.61908,46.85128,4638.00928
1653,47.04889,299.9194,4.62631,46.76649,4646.7832
1654,46.95774,301.14017,4.65462,46.6817,4641.41846
1655,46.83864,301.80466,4.65294,46.59691,4636.05371
1656,46.88493,300.25281,4.60558,46.55929,4643.71484
1657,46.77647,300.29282,4.61236,46.57825,4661.8335
1658,46.92303,299.86203,4.58188,46.59721,4679.95215
1659,46.91277,298.80771,4.60352,46.61617,4684.09033
1660,46.90843,299.75745,4.65404,46.63513,4647.27539
1661,47.04933,301.0845,4.63979,46.65409,4651.17969
1662,47.14224,301.36295,4.6213,46.67305,4676.57959
1663,47.26031,300.36121,4.60889,46.69201,4701.97949
1664,47.25849,300.94064,4.67071,46.71096,4696.66455
1665,47.30463,300.33496,4.63274,46.72992,4635.37305
1666,47.36317,303.20673,4.66581,46.74888,4636.48145
1667,47.50391,301.19604,4.6379,46.76784,4670.57422
1668,47.45523,299.81586,4.60862,46.7868,4676.08691
1669,47.5603,299.93683,4.58117,46.80576,4658.60107
1670,47.65388,301.2489,4.62579,46.82472,4641.11523
1671,47.59846,300.6412,4.61309,46.84368,4638.88818
1672,47.70162,299.84106,4.64462,46.87603,4644.73389
1673,47.73629,301.08755,4.5718,46.93282,4650.57959
1674,47.80903,299.89798,4.62644,46.9896,4656.42529
1675,47.86846,300.10138,4.6028,47.04639,4667.03516
1676,47.93439,300.49609,4.65854,47.10169,4677.87598
1677,47.96069,299.83072,4.61503,47.13076,4688.7168
1678,48.09302,300.61755,4.62532,47.15983,4699.55811
1679,48.10015,300.21005,4.61686,47.1889,4689.52979
1680,48.13266,300.77676,4.67142,47.21797,4675.92529
1681,48.07932,300.91492,4.5982,47.24704,4677.43262
1682,48.09851,300.92667,4.64985,47.27611,4683.88086
1683,48.09982,299.71521,4.58013,47.30518,4690.3291
1684,48.11606,299.7478,4.61555,47.33425,4696.77783
1685,48.18644,299.80212,4.62913,47.43574,4679.25391
1686,48.15792,299.64987,4.61652,47.57564,4642.38428
1687,48.28578,301.20282,4.64104,47.71554,4659.61035
1688,48.16529,302.81549,4.6611,47.85544,4686.13672
1689,48.96105,300.96194,4.62067,47.99534,4712.6626
1690,49.58205,301.97961,4.65357,48.67545,4696.84766
1691,48.73937,301.38721,4.65644,48.64153,4646.83545
1692,48.81123,300.83212,4.6537,48.65707,4656.80957
1693,49.25759,300.94952,4.64317,48.7025,4669.73584
1694,49.34919,300.67258,4.62822,48.7358,4682.66211
1695,49.15176,301.23703,4.67836,48.7691,4663.34814
1696,48.90882,302.00214,4.63814,48.8024,4642.44043
1697,49.67156,301.60538,4.65105,48.8357,4621.53271
1698,49.81059,301.09427,4.65659,48.869,4660.95361
1699,49.96294,301.48889,4.63303,48.93716,4718.41943
1700,50.10221,304.32556,4.69019,49.25479,4744.13818
1701,50.15912,304.64996,4.66324,49.3156,4769.85693
1702,50.22387,306.06213,4.70618,49.33908,4792.32568
1703,50.2498,305.16867,4.68911,49.34966,4756.25586
1704,50.1905,305.32108,4.67223,49.31654,4733.02393
1705,50.0878,304.98386,4.65704,49.3544,4725.32471
1706,50.43076,305.22595,4.66079,49.35171,4717.625
1707,50.3982,305.4006,4.68114,49.35924,4715.19385
1708,50.48547,305.37189,4.67459,49.47023,4742.06299
1709,50.23362,305.38876,4.68589,49.57553,4768.93213
1710,50.30522,305.82999,4.67522,49.46596,4795.80078
1711,50.64202,306.75314,4.73413,49.35638,4784.20654
1712,50.28076,307.69577,4.77178,49.24681,4759.94092
1713,48.91909,308.07739,4.71557,49.12697,4739.14111
1714,48.9491,305.55835,4.68337,48.98823,4728.62256
1715,49.30032,307.22192,4.71382,48.84948,4718.104
1716,49.14496,307.9079,4.71361,48.71074,4707.58545
1717,48.43491,307.45557,4.6716,48.572,4724.00781
1718,48.05008,306.65436,4.71001,48.05297,4754.80957
1719,47.6946,306.64951,4.70287,47.72979,4742.06494
1720,47.30646,307.59677,4.65934,47.24797,4727.11963
1721,47.11238,307.31238,4.67041,47.11155,4712.17432
1722,46.96964,304.77185,4.66429,46.99527,4727.3042
1723,46.80626,304.35199,4.67987,46.95991,4766.87256
1724,47.13342,302.65753,4.69513,46.86364,4806.44043
1725,48.20879,303.68756,4.66273,47.25924,4743.27295
1726,48.75031,303.61871,4.67051,47.68224,4701.20947
1727,49.6893,303.7977,4.67575,48.61988,4751.51611
1728,49.17332,304.66187,4.68563,48.73894,4735.17969
1729,48.03593,304.31589,4.67593,48.65631,4696.80566
1730,47.93433,303.29822,4.65134,48.58738,4658.43164
1731,48.55485,303.68713,4.69111,48.51846,4698.40967
1732,48.70443,305.68832,4.69502,48.44954,4729.90332
1733,48.7814,306.89789,4.71565,48.38061,4749.52148
1734,48.43592,305.03085,4.70259,48.31169,4769.13965
1735,49.6146,304.78201,4.69173,48.536,4775.07764
1736,49.8645,303.63794,4.7248,48.87745,4755.73291
1737,49.98532,304.59821,4.71477,48.96789,4737.3125
1738,50.1575,303.93701,4.68224,49.06371,4724.08838
1739,50.3795,306.23102,4.67491,49.25994,4710.86426
1740,50.47267,305.76132,4.63804,49.45617,4697.63965
1741,50.67015,305.69324,4.66647,49.61083,4743.76367
1742,50.76006,307.41382,4.6563,49.64136,4800.2876
1743,50.8253,306.97766,4.64612,49.67188,4790.2666
1744,50.86706,308.21338,4.65933,49.70241,4768.57617
1745,50.95396,311.647,4.69733,49.73293,4794.03613
1746,51.03952,308.54257,4.73313,49.76345,4835.15479
1747,50.98863,310.74646,4.71558,49.79398,4851.11914
1748,51.00835,310.83038,4.68426,49.8245,4791.86035
1749,51.10064,310.27072,4.75355,49.85503,4789.04199
1750,51.03566,309.39844,4.74069,49.88555,4816.54834
1751,50.93475,311.06198,4.76848,49.91607,4844.0542
1752,50.35993,309.86099,4.75757,49.94659,4822.95801
1753,49.76339,311.58707,4.77741,49.81667,4785.69531
1754,49.41714,310.17099,4.78375,49.37635,4775.03564
1755,49.98906,309.52148,4.76003,49.30096,4844.1001
1756,50.84681,312.28653,4.77826,49.69489,4889.48486
1757,50.89452,311.25525,4.78811,49.95515,4800.79004
1758,50.92221,311.03445,4.76826,49.70714,4801.23486
1759,50.38756,312.71371,4.78912,49.45913,4817.39844
1760,48.90704,310.83096,4.77182,49.05143,4798.25928
1761,49.40693,309.58368,4.72703,49.00565,4772.89014
1762,49.92656,309.78247,4.782,48.95987,4747.52148
1763,49.97022,310.72971,4.7515,48.91408,4801.04395
1764,49.84974,310.27039,4.77232,48.86829,4839.81299
1765,49.5504,311.11029,4.76827,48.82251,4821.77979
1766,49.28273,309.5575,4.75141,48.77672,4803.74609
1767,49.06238,309.04755,4.80943,48.73093,4813.58105
1768,48.77036,313.16806,4.8201,48.68069,4832.7207
1769,48.72847,312.06381,4.75901,48.54504,4851.86035
1770,48.60804,311.12662,4.77217,48.43942,4869.13574
1771,48.58775,310.80777,4.77438,48.42416,4886.08057
1772,48.52069,309.36981,4.77564,48.40889,4873.48486
1773,48.48839,309.23352,4.79125,48.39363,4829.57275
1774,48.504,308.41937,4.75521,48.45427,4813.42432
1775,48.96711,309.35175,4.76976,48.74345,4797.27588
1776,49.94334,309.66373,4.7667,49.01691,4819.91895
1777,50.12306,311.34219,4.77491,49.26718,4863.51465
1778,50.28622,309.55539,4.79536,49.52881,4907.11035
1779,50.48055,311.50525,4.78205,49.57432,4878.63184
1780,50.56942,310.65924,4.81805,49.67598,4814.62891
1781,50.59521,311.07486,4.77994,49.8969,4831.80566
1782,50.63728,311.2558,4.80855,49.97321,4848.98242
1783,50.7121,309.9639,4.80502,50.04953,4829.88916
1784,50.74055,311.12735,4.81332,50.05622,4808.84668
1785,50.65314,310.11481,4.79404,49.97744,4790.30762
1786,50.1647,309.50415,4.74529,49.89867,4820.56592
1787,49.63319,311.00549,4.78434,49.56535,4850.82373
1788,49.42563,310.517,4.80024,49.31097,4867.97852
1789,50.09885,310.60614,4.85748,49.40013,4810.11865
1790,50.58236,311.0387,4.80115,49.54852,4799.22266
1791,49.74388,309.59103,4.75535,49.64017,4813.77051
1792,48.30413,310.07065,4.78191,48.45204,4826.53271
1793,48.56029,310.89151,4.75038,48.43535,4804.26074
1794,49.46124,311.89407,4.79424,48.49586,4781.98877
1795,50.35405,310.4863,4.78905,49.52955,4769.32813
1796,50.24739,311.05771,4.78058,49.29668,4811.86279
1797,48.45834,311.94522,4.80143,48.63686,4836.30518
1798,48.55671,311.58685,4.78115,48.47265,4857.51172
1799,50.27354,313.28638,4.76357,49.41563,4878.71826
1800,50.36994,311.50403,4.80515,49.59236,4870.55469
1801,50.43567,311.15186,4.81958,49.54875,4626.21777
1802,50.61269,311.04053,4.79458,49.58425,4620.34375
1803,50.59636,310.90009,4.77585,49.72365,4621.35938
1804,50.61203,310.27863,4.77471,49.83587,4622.37451
1805,50.68689,312.14154,4.78798,49.82231,4825.77051
1806,50.75607,310.76709,4.77576,49.80874,4642.88037
1807,50.71695,311.83298,4.76779,49.79518,4659.99023
1808,50.73112,310.12866,4.74569,49.78161,4862.77344
1809,50.45991,311.34677,4.76699,49.76805,4838.69141
1810,50.07116,309.77982,4.79144,49.75448,4814.75293
1811,49.85981,311.15549,4.80957,49.74091,4791.64014
1812,49.69119,311.6524,4.81273,49.72734,4768.52734
1813,49.46548,311.47726,4.78796,49.46218,4745.41455
1814,49.61073,310.38312,4.78826,49.47141,4752.73096
1815,50.28329,310.70956,4.79892,48.99055,4788.44434
1816,48.32122,309.8519,4.78216,48.37088,4771.14209
1817,48.00295,308.32681,4.80605,47.98921,4753.84033
1818,48.53675,308.52997,4.73335,48.26392,4754.43652
1819,49.77279,309.21075,4.79792,48.8384,4809.51025
1820,50.37133,308.41617,4.74874,49.45432,4818.77246
1821,50.43813,309.39145,4.76262,49.59307,4790.12598
1822,50.6039,310.1459,4.76385,49.73191,4766.22559
1823,50.82687,312.3125,4.77248,49.8728,4838.34326
1824,51.01031,309.62949,4.73189,49.98322,4858.57275
1825,51.18061,310.21741,4.79008,50.00445,4814.63574
1826,51.16851,313.1192,4.79877,50.02568,4807.78711
1827,51.31227,312.08417,4.76311,50.04692,4846.82227
1828,51.34687,312.03442,4.77246,50.06815,4879.47607
1829,51.35925,310.95322,4.77712,50.08939,4900.1167
1830,51.37162,313.02338,4.83105,50.11062,4920.75732
1831,51.37094,313.67044,4.79259,50.13186,4906.04883
1832,51.103,315.41415,4.83017,50.15309,4849.55176
1833,50.65247,314.39648,4.83317,50.17432,4833.43457
1834,50.24978,313.06943,4.82429,50.19556,4817.31689
1835,50.15878,311.56638,4.77806,50.176,4808.9209
1836,49.94701,313.89941,4.79655,49.91896,4845.47168
1837,49.66766,311.32904,4.8055,49.6375,4874.55176
1838,49.44117,313.34634,4.83337,49.29196,4860.11133
1839,49.35548,311.93942,4.77015,49.16344,4845.67139
1840,49.06032,311.6243,4.78833,49.00906,4831.27588
1841,48.4823,312.3038,4.81119,48.53706,4817.01807
1842,48.0598,311.91586,4.74498,48.11716,4802.76025
1843,47.81339,310.0069,4.7744,47.81341,4788.50244
1844,47.64594,308.44705,4.70027,47.55897,4783.61865
1845,47.42967,307.9931,4.75266,47.32334,4833.479
1846,47.31224,309.21442,4.76485,47.1797,4876.51514
1847,47.97321,307.66364,4.70469,47.2635,4778.3501
1848,49.39764,308.26575,4.75981,48.34595,4776.22168
1849,50.11298,307.87958,4.71418,49.18392,4791.5752
1850,50.00016,310.71658,4.76109,49.23942,4806.92871
1851,49.39067,309.05838,4.72644,49.29492,4804.37842
1852,49.57782,312.02225,4.73788,49.35041,4786.93604
1853,50.19371,311.63071,4.7747,49.40591,4769.49365
1854,50.2298,310.83374,4.76176,49.46141,4756.44531
1855,50.28033,308.29965,4.7607,49.47279,4769.16064
1856,50.33606,307.80167,4.74416,49.44466,4782.09961
1857,50.4011,310.298,4.74428,49.49221,4799.72363
1858,50.53373,310.85428,4.7684,49.72991,4817.34766
1859,50.60763,309.10629,4.78687,49.83165,4834.97217
1860,50.78802,309.74362,4.70233,49.9334,4857.39551
1861,50.98935,312.41519,4.71344,50.19463,4881.45703
1862,51.11795,309.63229,4.74287,50.10081,4882.13184
1863,51.38413,314.07333,4.78891,50.5008,4810.89404
1864,51.48611,313.40701,4.7361,50.4601,4847.0498
1865,51.5001,311.70572,4.78225,50.49177,4918.19971
1866,51.53263,313.27502,4.77934,50.45964,4943.75586
1867,51.57708,315.785,4.80756,50.42751,4942.04102
1868,51.62018,314.29678,4.7649,50.39538,4888.57422
1869,51.63814,314.57623,4.83014,50.36325,4889.32813
1870,51.60395,314.05969,4.77131,50.33112,4919.91162
1871,51.401,314.22791,4.78337,50.29899,4950.49512
1872,50.93267,314.00357,4.79579,50.26686,4948.50195
1873,50.51586,314.82468,4.76091,50.23473,4851.74805
1874,50.27482,314.55203,4.8538,50.18252,4875.87451
1875,50.14076,314.46133,4.79387,50.28188,4900.00098
1876,50.97735,314.40921,4.82643,50.37345,4884.95117
1877,51.04717,313.3179,4.77102,50.32282,4867.6123
1878,50.78642,314.80972,4.81707,50.22344,4852.68359
1879,51.14069,314.7561,4.82903,50.12406,4889.38281
1880,50.95685,316.54706,4.81175,50.02468,4926.08154
1881,49.4377,313.521,4.77325,49.54436,4948.7251
1882,50.72665,315.23572,4.77148,49.46075,4888.15332
1883,51.08094,312.93417,4.74003,49.8014,4882.29492
1884,51.15098,314.7377,4.80635,50.14054,4922.22559
1885,51.35081,315.07132,4.79096,50.39175,4962.15625
1886,51.50115,314.40939,4.80778,50.37099,4974.6543
1887,51.52379,315.8024,4.78981,50.35023,4902.29297
1888,51.51169,316.02365,4.78784,50.32946,4904.7002
1889,51.55898,314.15945,4.80849,50.3087,4911.52588
1890,51.60677,314.32568,4.79964,50.28794,4918.35156
1891,51.64041,313.57596,4.77408,50.26717,4919.64453
1892,51.58058,312.81143,4.80226,50.24641,4888.05029
1893,51.46041,318.08597,4.80704,50.22565,4862.49072
1894,50.9626,314.44141,4.78316,50.20488,4872.83301
1895,50.60617,314.65927,4.77703,50.18412,4883.1748
1896,50.46589,313.95605,4.81692,50.16335,4887.2417
1897,51.19468,313.84921,4.78327,50.14259,4871.84375
1898,51.30372,315.37573,4.8255,50.12182,4856.4458
1899,50.6074,314.08121,4.78101,50.10106,4841.04785
1900,49.80136,314.12555,4.78305,49.74823,4825.6499
1901,49.34877,313.99765,4.75906,49.29082,4874.08643
1902,49.11572,312.84653,4.77417,49.12804,4914.04102
1903,49.03952,313.7536,4.81302,49.16432,4898.99609
1904,49.66638,314.15201,4.77932,49.36781,4883.95117
1905,50.90416,313.47989,4.78805,49.67055,4889.61963
1906,51.0812,316.832,4.88095,50.09788,4896.53076
1907,51.19029,313.94867,4.82278,50.35772,4903.44141
1908,51.29522,313.39853,4.80354,50.40722,4899.12988
1909,51.40534,314.07275,4.85784,50.45671,4885.38428
1910,51.46059,315.60666,4.86882,50.50621,4871.63916
1911,51.55751,314.53165,4.80393,50.66315,4894.60742
