,U3_HNV10CT104,U3_HNV10CT111,U3_HNV10CT102,U3_HNV10CT103
2017-01-04|10:59:06.000,34.05709,27.09657,29.3601,38.84654
2017-01-04|10:59:16.000,34.06712,27.00921,29.35683,38.86679
2017-01-04|10:59:26.000,34.08078,27.10913,29.35356,38.91775
2017-01-04|10:59:36.000,34.08886,27.00702,29.35029,38.96729
2017-01-04|10:59:46.000,34.09694,27.0166,29.37108,38.98347
2017-01-04|10:59:56.000,34.09767,27.01548,29.36508,39.00928
2017-01-04|11:00:06.000,34.07779,27.06327,29.35907,39.02745
2017-01-04|11:00:16.000,34.07243,27.11106,29.35307,39.03977
2017-01-04|11:00:26.000,34.06765,27.04231,29.37243,39.06109
2017-01-04|11:00:36.000,34.06286,27.05593,29.35258,39.08698
2017-01-04|11:00:46.000,34.05807,27.10075,29.3738,39.18415
2017-01-04|11:00:56.000,34.05328,27.07458,29.37137,39.32547
2017-01-04|11:01:06.000,34.04618,27.0484,29.36893,39.38007
2017-01-04|11:01:16.000,34.03727,27.02224,29.3665,39.37287
2017-01-04|11:01:26.000,34.02836,27.06058,29.36406,39.36568
2017-01-04|11:01:36.000,33.99525,27.03668,29.36163,39.35848
2017-01-04|11:01:46.000,33.9791,27.07571,29.35919,39.34983
2017-01-04|11:01:56.000,33.97525,27.08016,29.35675,39.33947
2017-01-04|11:02:06.000,33.99899,27.0367,29.35432,39.32911
2017-01-04|11:02:16.000,33.99091,27.09059,29.35188,39.28725
2017-01-04|11:02:26.000,33.98283,27.10241,29.3603,39.25456
2017-01-04|11:02:36.000,33.97475,27.03259,29.36596,39.21547
2017-01-04|11:02:46.000,33.99352,27.09889,29.37139,39.16787
2017-01-04|11:02:56.000,33.98569,27.02269,29.36493,39.15264
2017-01-04|11:03:06.000,33.97786,27.05529,29.35848,39.15121
2017-01-04|11:03:16.000,33.96662,27.03514,29.35203,39.15684
2017-01-04|11:03:26.000,33.95141,27.07741,29.36788,39.16247
2017-01-04|11:03:36.000,33.92319,27.02398,29.35263,39.1681
2017-01-04|11:03:46.000,33.91065,27.02195,29.36984,39.17657
2017-01-04|11:03:56.000,33.8989,27.02785,29.35399,39.23047
2017-01-04|11:04:06.000,33.85468,27.05678,29.36136,39.3586
2017-01-04|11:04:16.000,33.8608,27.0857,29.36874,39.40496
2017-01-04|11:04:26.000,33.89098,27.0791,29.3717,39.37115
2017-01-04|11:04:36.000,33.90804,27.0408,29.34829,39.34291
2017-01-04|11:04:46.000,33.85706,27.08477,29.34595,39.3023
2017-01-04|11:04:56.000,33.85009,27.05611,29.3436,39.25703
2017-01-04|11:05:06.000,33.86238,27.0837,29.34126,39.207
2017-01-04|11:05:16.000,33.84529,27.02508,29.33891,39.14916
2017-01-04|11:05:26.000,33.85964,27.02344,29.33657,39.09823
2017-01-04|11:05:36.000,33.8815,27.10194,29.33422,39.06719
2017-01-04|11:05:46.000,33.93038,27.07146,29.33187,39.04852
2017-01-04|11:05:56.000,33.96481,27.01396,29.32953,39.05848
2017-01-04|11:06:06.000,33.96328,27.05624,29.32718,39.06844
2017-01-04|11:06:16.000,33.94968,27.09851,29.32484,39.15582
2017-01-04|11:06:26.000,33.93161,27.02161,29.33976,39.16197
2017-01-04|11:06:36.000,33.95093,27.05492,29.34391,39.14332
2017-01-04|11:06:46.000,33.98814,27.08823,29.33891,39.11327
2017-01-04|11:06:56.000,33.98137,27.02818,29.32666,39.08146
2017-01-04|11:07:06.000,33.96053,27.05249,29.34887,39.07242
2017-01-04|11:07:16.000,33.93095,27.04437,29.33274,39.07805
2017-01-04|11:07:26.000,33.93365,27.02983,29.34237,39.08368
2017-01-04|11:07:36.000,33.94725,27.07053,29.34996,39.08931
2017-01-04|11:07:46.000,33.94027,27.11124,29.3518,39.09493
2017-01-04|11:07:56.000,33.93244,27.02338,29.35365,39.10339
2017-01-04|11:08:06.000,33.92461,27.10189,29.35549,39.11232
2017-01-04|11:08:16.000,33.92611,27.00682,29.35733,39.12123
2017-01-04|11:08:26.000,33.93242,27.01193,29.35918,39.11132
2017-01-04|11:08:36.000,33.93871,27.01704,29.36102,39.13541
2017-01-04|11:08:46.000,33.94501,27.02215,29.36287,39.14915
2017-01-04|11:08:56.000,33.91345,27.02726,29.36471,39.1595
2017-01-04|11:09:06.000,33.89751,27.03238,29.36655,39.16986
2017-01-04|11:09:16.000,33.92101,27.03749,29.3684,39.2476
2017-01-04|11:09:26.000,33.95296,27.0426,29.37024,39.37706
2017-01-04|11:09:36.000,33.97685,27.04771,29.37209,39.39316
2017-01-04|11:09:46.000,33.98576,27.05282,29.37393,39.3598
2017-01-04|11:09:56.000,33.99468,27.05794,29.3602,39.31189
2017-01-04|11:10:06.000,34.0061,27.06305,29.35839,39.27318
2017-01-04|11:10:16.000,34.02046,27.06816,29.36729,39.24911
2017-01-04|11:10:26.000,34.036,27.07327,29.37447,39.22964
2017-01-04|11:10:36.000,34.05192,27.07839,29.35462,39.2469
2017-01-04|11:10:46.000,34.06423,27.0835,29.35192,39.23317
2017-01-04|11:10:56.000,34.07655,27.08861,29.35498,39.27953
2017-01-04|11:11:06.000,34.09959,27.09372,29.37412,39.2957
2017-01-04|11:11:16.000,34.11876,27.09884,29.35369,39.27542
2017-01-04|11:11:26.000,34.13244,27.10395,29.35674,39.26583
2017-01-04|11:11:36.000,34.14052,27.10906,29.3768,39.25623
2017-01-04|11:11:46.000,34.1486,27.05582,29.37854,39.22686
2017-01-04|11:11:56.000,34.15975,27.0551,29.38027,39.25695
2017-01-04|11:12:06.000,34.17964,27.01597,29.382,39.28487
2017-01-04|11:12:16.000,34.19226,27.0613,29.38374,39.30212
2017-01-04|11:12:26.000,34.20457,27.01793,29.38547,39.28731
2017-01-04|11:12:36.000,34.2026,27.07578,29.3872,39.29022
2017-01-04|11:12:46.000,34.19829,27.0339,29.38893,39.30731
2017-01-04|11:12:56.000,34.19398,27.01417,29.39067,39.31413
2017-01-04|11:13:06.000,34.18967,27.02874,29.3924,39.32094
2017-01-04|11:13:16.000,34.18536,27.05459,29.39413,39.32775
2017-01-04|11:13:26.000,34.18105,27.1139,29.39586,39.36306
2017-01-04|11:13:36.000,34.21187,27.12048,29.3976,39.3853
2017-01-04|11:13:46.000,34.2324,27.12706,29.39933,39.40378
2017-01-04|11:13:56.000,34.23694,27.13364,29.40106,39.49533
2017-01-04|11:14:06.000,34.24147,27.14022,29.40311,39.59272
2017-01-04|11:14:16.000,34.24601,27.14681,29.4094,39.59388
2017-01-04|11:14:26.000,34.25055,27.15339,29.4157,39.54195
2017-01-04|11:14:36.000,34.25508,27.15997,29.42199,39.49676
2017-01-04|11:14:46.000,34.27124,27.16655,29.42387,39.4789
2017-01-04|11:14:56.000,34.26682,27.17313,29.40237,39.46965
2017-01-04|11:15:06.000,34.25026,27.17971,29.38692,39.46041
2017-01-04|11:15:16.000,34.2385,27.18629,29.40178,39.44032
2017-01-04|11:15:26.000,34.21733,27.19288,29.40694,39.42546
2017-01-04|11:15:36.000,34.21938,27.19946,29.4121,39.41511
2017-01-04|11:15:46.000,34.23875,27.20604,29.41726,39.40127
2017-01-04|11:15:56.000,34.25723,27.21262,29.42242,39.37389
2017-01-04|11:16:06.000,34.28052,27.2192,29.41224,39.35538
2017-01-04|11:16:16.000,34.29118,27.13746,29.40766,39.36175
2017-01-04|11:16:26.000,34.29689,27.20616,29.41411,39.38167
2017-01-04|11:16:36.000,34.30799,27.12576,29.42056,39.40157
2017-01-04|11:16:46.000,34.29722,27.15394,29.42701,39.45547
2017-01-04|11:16:56.000,34.28646,27.18213,29.40456,39.56104
2017-01-04|11:17:06.000,34.27601,27.21031,29.40814,39.54871
2017-01-04|11:17:16.000,34.26567,27.17577,29.41172,39.53637
2017-01-04|11:17:26.000,34.25533,27.11946,29.41531,39.49672
2017-01-04|11:17:36.000,34.24498,27.20107,29.41889,39.49303
2017-01-04|11:17:46.000,34.23464,27.19151,29.42247,39.50666
2017-01-04|11:17:56.000,34.22488,27.16686,29.42605,39.50418
2017-01-04|11:18:06.000,34.21532,27.12835,29.40607,39.49657
2017-01-04|11:18:16.000,34.20676,27.15337,29.41222,39.48895
2017-01-04|11:18:26.000,34.21484,27.20041,29.4048,39.48808
2017-01-04|11:18:36.000,34.22291,27.18946,29.4177,39.49934
2017-01-04|11:18:46.000,34.23098,27.16003,29.40445,39.5174
2017-01-04|11:18:56.000,34.26311,27.11548,29.40673,39.64759
2017-01-04|11:19:06.000,34.283,27.16128,29.40674,39.65636
2017-01-04|11:19:16.000,34.26322,27.20708,29.40285,39.64273
2017-01-04|11:19:26.000,34.24909,27.14248,29.4178,39.60674
2017-01-04|11:19:36.000,34.23734,27.18349,29.42254,39.55496
2017-01-04|11:19:46.000,34.23934,27.1409,29.40411,39.50486
2017-01-04|11:19:56.000,34.25227,27.21941,29.4285,39.47085
2017-01-04|11:20:06.000,34.27494,27.15995,29.43012,39.42753
2017-01-04|11:20:16.000,34.30534,27.14423,29.43173,39.40903
2017-01-04|11:20:26.000,34.28956,27.13712,29.43334,39.38717
2017-01-04|11:20:36.000,34.26754,27.1885,29.43496,39.4159
2017-01-04|11:20:46.000,34.276,27.30118,29.43657,39.43589
2017-01-04|11:20:56.000,34.30558,27.31703,29.43818,39.44236
2017-01-04|11:21:06.000,34.3013,27.29497,29.4398,39.44884
2017-01-04|11:21:16.000,34.30602,27.24243,29.44141,39.45531
2017-01-04|11:21:26.000,34.31166,27.29822,29.44303,39.487
2017-01-04|11:21:36.000,34.3152,27.20362,29.44464,39.52306
2017-01-04|11:21:46.000,34.31874,27.25393,29.44625,39.54571
2017-01-04|11:21:56.000,34.32228,27.13362,29.44787,39.56618
2017-01-04|11:22:06.000,34.32583,27.16537,29.44948,39.58343
2017-01-04|11:22:16.000,34.32937,27.23166,29.45109,39.59916
2017-01-04|11:22:26.000,34.33291,27.25802,29.45271,39.61451
2017-01-04|11:22:36.000,34.34291,27.1941,29.45018,39.63177
2017-01-04|11:22:46.000,34.37165,27.24626,29.44574,39.65384
2017-01-04|11:22:56.000,34.39798,27.27069,29.4296,39.70648
2017-01-04|11:23:06.000,34.41068,27.14723,29.44974,39.81692
2017-01-04|11:23:16.000,34.40388,27.31294,29.44236,39.79592
2017-01-04|11:23:26.000,34.39708,27.26225,29.43498,39.75089
2017-01-04|11:23:36.000,34.39028,27.28975,29.4276,39.71387
2017-01-04|11:23:46.000,34.39038,27.13041,29.44973,39.65723
2017-01-04|11:23:56.000,34.396,27.23885,29.44426,39.63565
2017-01-04|11:24:06.000,34.40162,27.28845,29.43393,39.62989
2017-01-04|11:24:16.000,34.40723,27.27678,29.45886,39.62414
2017-01-04|11:24:26.000,34.41285,27.26108,29.47456,39.61839
2017-01-04|11:24:36.000,34.40322,27.23244,29.465,39.60949
2017-01-04|11:24:46.000,34.39288,27.27807,29.45544,39.5836
2017-01-04|11:24:56.000,34.36106,27.32244,29.47084,39.55808
2017-01-04|11:25:06.000,34.31958,27.24914,29.46353,39.53224
2017-01-04|11:25:16.000,34.31911,27.30699,29.4736,39.52209
2017-01-04|11:25:26.000,34.33347,27.23086,29.4567,39.5193
2017-01-04|11:25:36.000,34.30846,27.30096,29.47057,39.50543
2017-01-04|11:25:46.000,34.30368,27.28043,29.47088,39.50015
2017-01-04|11:25:56.000,34.2989,27.24314,29.47901,39.49487
2017-01-04|11:26:06.000,34.29411,27.28827,29.48067,39.48958
2017-01-04|11:26:16.000,34.28933,27.28572,29.48232,39.48429
2017-01-04|11:26:26.000,34.28454,27.31634,29.48398,39.48534
2017-01-04|11:26:36.000,34.25105,27.2716,29.48563,39.50876
2017-01-04|11:26:46.000,34.22384,27.26486,29.48729,39.48718
2017-01-04|11:26:56.000,34.19482,27.23796,29.48894,39.51414
2017-01-04|11:27:06.000,34.16449,27.31828,29.4906,39.52591
2017-01-04|11:27:16.000,34.13039,27.2963,29.49225,39.55595
2017-01-04|11:27:26.000,34.10975,27.27431,29.49391,39.68541
2017-01-04|11:27:36.000,34.11285,27.25233,29.49557,39.70389
2017-01-04|11:27:46.000,34.12805,27.23035,29.49722,39.67344
2017-01-04|11:27:56.000,34.16461,27.32672,29.49887,39.62629
2017-01-04|11:28:06.000,34.21431,27.30334,29.50053,39.58407
2017-01-04|11:28:16.000,34.2586,27.27995,29.50218,39.53752
2017-01-04|11:28:26.000,34.26252,27.25656,29.50384,39.49781
2017-01-04|11:28:36.000,34.26644,27.23318,29.49725,39.47559
2017-01-04|11:28:46.000,34.27036,27.24622,29.50487,39.46265
2017-01-04|11:28:56.000,34.27427,27.2885,29.50726,39.43396
2017-01-04|11:29:06.000,34.27819,27.33077,29.50965,39.41774
2017-01-04|11:29:16.000,34.28211,27.29017,29.51204,39.40812
2017-01-04|11:29:26.000,34.27588,27.2456,29.51443,39.41494
2017-01-04|11:29:36.000,34.26152,27.28773,29.51682,39.42175
2017-01-04|11:29:46.000,34.24715,27.22902,29.51921,39.42857
2017-01-04|11:29:56.000,34.23279,27.29023,29.5216,39.46523
2017-01-04|11:30:06.000,34.24859,27.29273,29.52398,39.56527
2017-01-04|11:30:16.000,34.2533,27.26776,29.52637,39.61184
2017-01-04|11:30:26.000,34.24295,27.28655,29.52876,39.56344
2017-01-04|11:30:36.000,34.23261,27.31485,29.52617,39.54274
2017-01-04|11:30:46.000,34.20957,27.2756,29.50897,39.49685
2017-01-04|11:30:56.000,34.2188,27.23634,29.5242,39.49057
2017-01-04|11:31:06.000,34.22802,27.22735,29.53242,39.50053
2017-01-04|11:31:16.000,34.24647,27.3119,29.53979,39.51023
2017-01-04|11:31:26.000,34.26209,27.29407,29.54717,39.51542
2017-01-04|11:31:36.000,34.26948,27.32546,29.55455,39.5206
2017-01-04|11:31:46.000,34.27686,27.2453,29.55437,39.52578
2017-01-04|11:31:56.000,34.28439,27.27333,29.55591,39.53096
2017-01-04|11:32:06.000,34.29433,27.26022,29.55411,39.53712
2017-01-04|11:32:16.000,34.30426,27.29947,29.55232,39.56067
2017-01-04|11:32:26.000,34.3048,27.31968,29.55053,39.57718
2017-01-04|11:32:36.000,34.29404,27.23513,29.54873,39.59679
2017-01-04|11:32:46.000,34.28154,27.33543,29.54694,39.62662
2017-01-04|11:32:56.000,34.25018,27.35941,29.54515,39.64574
2017-01-04|11:33:06.000,34.23294,27.39487,29.54336,39.5068
2017-01-04|11:33:16.000,34.24755,27.43032,29.54156,39.34536
2017-01-04|11:33:26.000,34.27105,27.36311,29.53977,39.24643
2017-01-04|11:33:36.000,34.30816,27.41806,29.53798,39.1505
2017-01-04|11:33:46.000,34.29823,27.29243,29.53618,39.0652
2017-01-04|11:33:56.000,34.28829,27.38391,29.53439,39.02227
2017-01-04|11:34:06.000,34.23515,27.3362,29.5326,39.03278
2017-01-04|11:34:16.000,34.18217,27.3591,29.53081,39.0485
2017-01-04|11:34:26.000,34.18749,27.38199,29.53742,39.06145
2017-01-04|11:34:36.000,34.19487,27.40489,29.54261,39.08126
2017-01-04|11:34:46.000,34.20226,27.42779,29.53256,39.11003
2017-01-04|11:34:56.000,34.19035,27.32294,29.54878,39.1483
2017-01-04|11:35:06.000,34.1917,27.32101,29.53434,39.16353
2017-01-04|11:35:16.000,34.2099,27.23267,29.55502,39.21909
2017-01-04|11:35:26.000,34.23409,27.29732,29.52728,39.37442
2017-01-04|11:35:36.000,34.2694,27.33797,29.51438,39.47454
2017-01-04|11:35:46.000,34.32109,27.43789,29.52966,39.49055
2017-01-04|11:35:56.000,34.35342,27.25457,29.52393,39.49817
2017-01-04|11:36:06.000,34.35826,27.27796,29.5182,39.50579
2017-01-04|11:36:16.000,34.3541,27.30499,29.51246,39.53341
2017-01-04|11:36:26.000,34.34993,27.22648,29.50673,39.6158
2017-01-04|11:36:36.000,34.34575,27.365,29.53625,39.65617
2017-01-04|11:36:46.000,34.34158,27.4029,29.54658,39.68871
2017-01-04|11:36:56.000,34.33741,27.44081,29.54278,39.71978
2017-01-04|11:37:06.000,34.33862,27.35742,29.54946,39.74598
2017-01-04|11:37:16.000,34.33145,27.39532,29.53889,39.75774
2017-01-04|11:37:26.000,34.37977,27.43322,29.5496,39.77341
2017-01-04|11:37:36.000,34.36852,27.42232,29.5443,39.84112
2017-01-04|11:37:46.000,34.37025,27.35002,29.53247,39.80379
2017-01-04|11:37:56.000,34.382,27.41872,29.54337,39.75425
2017-01-04|11:38:06.000,34.38475,27.33573,29.54257,39.69738
2017-01-04|11:38:16.000,34.38022,27.34781,29.54008,39.649
2017-01-04|11:38:26.000,34.37568,27.35989,29.53952,39.59889
2017-01-04|11:38:36.000,34.37115,27.37197,29.53081,39.55949
2017-01-04|11:38:46.000,34.36661,27.38404,29.53597,39.52415
2017-01-04|11:38:56.000,34.36208,27.39612,29.54114,39.51612
2017-01-04|11:39:06.000,34.34137,27.4082,29.5463,39.52975
2017-01-04|11:39:16.000,34.34332,27.42028,29.55147,39.56111
2017-01-04|11:39:26.000,34.35367,27.43236,29.55301,39.54878
2017-01-04|11:39:36.000,34.34002,27.38695,29.54584,39.53645
2017-01-04|11:39:46.000,34.38688,27.36028,29.53411,39.52514
2017-01-04|11:39:56.000,34.37949,27.42134,29.5519,39.51388
2017-01-04|11:40:06.000,34.3721,27.40849,29.54336,39.53407
2017-01-04|11:40:16.000,34.36472,27.40361,29.53533,39.56641
2017-01-04|11:40:26.000,34.33505,27.38589,29.55324,39.58489
2017-01-04|11:40:36.000,34.32547,27.33784,29.54478,39.62004
2017-01-04|11:40:46.000,34.3159,27.43776,29.55406,39.61913
2017-01-04|11:40:56.000,34.30709,27.38774,29.53887,39.65613
2017-01-04|11:41:06.000,34.29971,27.38709,29.55569,39.68153
2017-01-04|11:41:16.000,34.29233,27.36868,29.55376,39.70311
2017-01-04|11:41:26.000,34.28495,27.41095,29.55183,39.75607
2017-01-04|11:41:36.000,34.30585,27.37355,29.54991,39.84441
2017-01-04|11:41:46.000,34.32264,27.36734,29.54798,39.83002
2017-01-04|11:41:56.000,34.33834,27.40805,29.54605,39.80552
2017-01-04|11:42:06.000,34.35681,27.42183,29.54413,39.74511
2017-01-04|11:42:16.000,34.32259,27.39701,29.5422,39.71578
2017-01-04|11:42:26.000,34.31214,27.35691,29.54027,39.69038
2017-01-04|11:42:36.000,34.31913,27.40088,29.53835,39.67421
2017-01-04|11:42:46.000,34.32612,27.41457,29.53642,39.64586
2017-01-04|11:42:56.000,34.33311,27.41772,29.53449,39.61939
2017-01-04|11:43:06.000,34.34575,27.38775,29.53256,39.62237
2017-01-04|11:43:16.000,34.36142,27.34168,29.53064,39.63414
2017-01-04|11:43:26.000,34.37709,27.41506,29.55564,39.65528
2017-01-04|11:43:36.000,34.3396,27.33655,29.55479,39.73013
2017-01-04|11:43:46.000,34.35576,27.35881,29.55395,39.7619
2017-01-04|11:43:56.000,34.38243,27.38629,29.5531,39.74081
2017-01-04|11:44:06.000,34.40557,27.41377,29.55225,39.69765
2017-01-04|11:44:16.000,34.42011,27.44124,29.55141,39.66448
2017-01-04|11:44:26.000,34.43088,27.4241,29.55056,39.65885
2017-01-04|11:44:36.000,34.43433,27.4358,29.54971,39.65322
2017-01-04|11:44:46.000,34.41586,27.38121,29.54887,39.64759
2017-01-04|11:44:56.000,34.42603,27.42875,29.54802,39.64196
2017-01-04|11:45:06.000,34.44382,27.37031,29.54717,39.66318
2017-01-04|11:45:16.000,34.46061,27.42816,29.54633,39.65973
2017-01-04|11:45:26.000,34.44858,27.35098,29.54548,39.65385
2017-01-04|11:45:36.000,34.43655,27.37396,29.54463,39.64796
2017-01-04|11:45:46.000,34.42452,27.37846,29.54379,39.64207
2017-01-04|11:45:56.000,34.41396,27.39985,29.54294,39.68043
2017-01-04|11:46:06.000,34.4312,27.41514,29.54209,39.702
2017-01-04|11:46:16.000,34.4445,27.33879,29.54124,39.71638
2017-01-04|11:46:26.000,34.47451,27.37587,29.5404,39.74947
2017-01-04|11:46:36.000,34.50143,27.37393,29.53955,39.85175
2017-01-04|11:46:46.000,34.51278,27.41971,29.53871,39.88999
2017-01-04|11:46:56.000,34.50704,27.38918,29.53786,39.87476
2017-01-04|11:47:06.000,34.5013,27.35864,29.53701,39.83202
2017-01-04|11:47:16.000,34.49556,27.44123,29.53617,39.79965
2017-01-04|11:47:26.000,34.481,27.41376,29.53532,39.76112
2017-01-04|11:47:36.000,34.45856,27.38628,29.53448,39.74386
2017-01-04|11:47:46.000,34.45022,27.3588,29.53363,39.7266
2017-01-04|11:47:56.000,34.44188,27.3872,29.53278,39.71128
2017-01-04|11:48:06.000,34.41337,27.39722,29.53194,39.69834
2017-01-04|11:48:16.000,34.41887,27.34944,29.53109,39.69733
2017-01-04|11:48:26.000,34.42437,27.4124,29.55141,39.71096
2017-01-04|11:48:36.000,34.42987,27.35745,29.53155,39.73762
2017-01-04|11:48:46.000,34.43538,27.43333,29.55576,39.71551
2017-01-04|11:48:56.000,34.43459,27.36807,29.55496,39.69351
2017-01-04|11:49:06.000,34.4534,27.3741,29.55416,39.70276
2017-01-04|11:49:16.000,34.46325,27.40146,29.55337,39.71201
2017-01-04|11:49:26.000,34.45694,27.42908,29.55257,39.72768
2017-01-04|11:49:36.000,34.45063,27.41196,29.55177,39.75122
2017-01-04|11:49:46.000,34.44432,27.33968,29.55097,39.77147
2017-01-04|11:49:56.000,34.44446,27.4209,29.55017,39.78183
2017-01-04|11:50:06.000,34.44695,27.39534,29.54937,39.79218
2017-01-04|11:50:16.000,34.41397,27.36978,29.54857,39.78093
2017-01-04|11:50:26.000,34.41985,27.34422,29.54777,39.7742
2017-01-04|11:50:36.000,34.42573,27.41521,29.54697,39.78943
2017-01-04|11:50:46.000,34.43161,27.3367,29.54617,39.80467
2017-01-04|11:50:56.000,34.43748,27.35605,29.54537,39.8199
2017-01-04|11:51:06.000,34.46708,27.34161,29.54457,39.82258
2017-01-04|11:51:16.000,34.48229,27.34396,29.54378,39.66554
2017-01-04|11:51:26.000,34.50999,27.3793,29.54298,39.49072
2017-01-04|11:51:36.000,34.53339,27.36597,29.54218,39.36768
2017-01-04|11:51:46.000,34.53964,27.33976,29.54138,39.3159
2017-01-04|11:51:56.000,34.53467,27.4558,29.54058,39.27729
2017-01-04|11:52:06.000,34.5297,27.47616,29.53978,39.28448
2017-01-04|11:52:16.000,34.52473,27.49651,29.53898,39.29167
2017-01-04|11:52:26.000,34.51975,27.51687,29.53818,39.29885
2017-01-04|11:52:36.000,34.53903,27.53722,29.53738,39.31175
2017-01-04|11:52:46.000,34.5493,27.44572,29.53658,39.3364
2017-01-04|11:52:56.000,34.57135,27.51038,29.53578,39.3756
2017-01-04|11:53:06.000,34.60931,27.44942,29.53498,39.42557
2017-01-04|11:53:16.000,34.64356,27.4769,29.53419,39.4807
2017-01-04|11:53:26.000,34.65009,27.50438,29.53338,39.51997
2017-01-04|11:53:36.000,34.65463,27.53186,29.53259,39.59385
2017-01-04|11:53:46.000,34.65916,27.45739,29.53178,39.64894
2017-01-04|11:53:56.000,34.6637,27.49987,29.53098,39.59748
2017-01-04|11:54:06.000,34.66824,27.46932,29.55187,39.49391
2017-01-04|11:54:16.000,34.67805,27.4975,29.53896,39.42682
2017-01-04|11:54:26.000,34.71885,27.52568,29.53745,39.37778
2017-01-04|11:54:36.000,34.71854,27.50003,29.54403,39.35928
2017-01-04|11:54:46.000,34.71347,27.45888,29.53616,39.37613
2017-01-04|11:54:56.000,34.7084,27.47605,29.54222,39.40488
2017-01-04|11:55:06.000,34.70333,27.49323,29.54625,39.45365
2017-01-04|11:55:16.000,34.69827,27.5104,29.55329,39.50802
2017-01-04|11:55:26.000,34.66844,27.52757,29.54448,39.5345
2017-01-04|11:55:36.000,34.65921,27.54475,29.53582,39.57571
2017-01-04|11:55:46.000,34.64997,27.48079,29.55101,39.60694
2017-01-04|11:55:56.000,34.64916,27.44381,29.54243,39.68663
2017-01-04|11:56:06.000,34.65532,27.46938,29.55392,39.66815
2017-01-04|11:56:16.000,34.66148,27.49494,29.55505,39.59218
2017-01-04|11:56:26.000,34.66763,27.5205,29.54615,39.51337
2017-01-04|11:56:36.000,34.67855,27.54606,29.53724,39.48059
2017-01-04|11:56:46.000,34.69638,27.44548,29.5465,39.45879
2017-01-04|11:56:56.000,34.67289,27.50655,29.55484,39.47173
2017-01-04|11:57:06.000,34.68153,27.51857,29.55231,39.48487
2017-01-04|11:57:16.000,34.70905,27.48727,29.54808,39.50214
2017-01-04|11:57:26.000,34.72046,27.46975,29.54423,39.53357
2017-01-04|11:57:36.000,34.71399,27.44729,29.53869,39.56923
2017-01-04|11:57:46.000,34.70753,27.54721,29.5473,39.59307
2017-01-04|11:57:56.000,34.70107,27.46554,29.5559,39.59977
2017-01-04|11:58:06.000,34.7084,27.50099,29.54472,39.62885
2017-01-04|11:58:16.000,34.72099,27.53645,29.53243,39.66508
2017-01-04|11:58:26.000,34.71418,27.47767,29.52521,39.78558
2017-01-04|11:58:36.000,34.70738,27.53969,29.51892,39.91434
